,Unnamed: 0,year,over_start_bowler_balls_bowled,over_start_bowler_wickets_taken,over_start_bowler_runs_given,over_start_batsman_on_strike_fours,over_start_batsman_on_strike_sixers,over_start_batsman_off_strike_balls_faced,over_start_batsman_on_strike_balls_faced,over_start_batsman_offstrike_runs,over_start_batsman_onstrike_runs,innings,match_num,country,target,req_run_rate,over_start_run_rate,over_start_total_score,over_start_total_wickets_fallen,over,Bowler,batter_onStrike,batter_offstrike,wickets_fallen,sixers,fours,total_runs,bat_on_str_Ave,bat_on_str_SR,bat_on_str_100,bat_on_str_50,bat_on_str_0,bat_on_str_4s,bat_on_str_6s,bat_on_str_Mat,bat_on_str_Inns,bat_on_str_NO,bat_on_str_Runs,bat_on_str_HS,bat_on_str_BF,bowler_Mat,bowler_Inns,bowler_Overs,bowler_Mdns,bowler_Runs,bowler_Wkts,bowler_Ave,bowler_Econ,bowler_SR,bowler_4w,bowler_5w,bat_off_str_Ave,bat_off_str_SR,bat_off_str_100,bat_off_str_50,bat_off_str_0,bat_off_str_4s,bat_off_str_6s,bat_off_str_Mat,bat_off_str_Inns,bat_off_str_NO,bat_off_str_Runs,bat_off_str_HS,bat_off_str_BF,date
10795,10795,['2015-07-30'],6,1,6,0,0,7,3,7,1,2,448,Sri Lanka,176,9.235294118,6.333333333,19,2,3,Sohail Tanvir,KDK Vithanage,DM de Silva,1,0,0,4,38,146.15,0,0,0,7,0,1.0,1,0,38,38,26,43.0,43,147.3,2,1043,36,28.97,7.07,24.5,0,0,,,,,,,,,,,,,,2015-07-30
10796,10796,['2015-07-30'],12,1,13,0,0,3,9,3,8,2,448,Sri Lanka,176,9.5625,5.75,23,3,4,Anwar Ali,DM de Silva,AD Mathews,0,0,0,6,,,,,,,,,,,,,,9.0,8,19,0,163,3,54.33,8.57,38,0,0,24.96,118.87,0,2,0,44,18,54.0,40,13,674,58,567,2015-07-30
10797,10797,['2015-07-30'],0,0,0,0,0,10,8,9,8,2,448,Sri Lanka,176,9.8,5.8,29,3,5,Mohammad Irfan,AD Mathews,DM de Silva,0,0,1,6,24.96,118.87,0,2,0,44,18,54.0,40,13,674,58,567,9.0,9,26.4,0,195,5,39,7.31,32,0,0,,,,,,,,,,,,,,2015-07-30
10798,10798,['2015-07-30'],0,0,0,0,0,12,12,13,10,2,448,Sri Lanka,176,10.07142857,5.833333333,35,3,6,Shahid Afridi,DM de Silva,AD Mathews,0,0,1,8,,,,,,,,,,,,,,80.0,79,290.2,3,1907,82,23.25,6.56,21.2,3,0,24.96,118.87,0,2,0,44,18,54.0,40,13,674,58,567,2015-07-30
10799,10799,['2015-07-30'],6,0,6,1,0,16,14,16,15,2,448,Sri Lanka,176,10.23076923,6.142857143,43,3,7,Mohammad Irfan,AD Mathews,DM de Silva,0,0,0,4,24.96,118.87,0,2,0,44,18,54.0,40,13,674,58,567,9.0,9,26.4,0,195,5,39,7.31,32,0,0,,,,,,,,,,,,,,2015-07-30
10800,10800,['2015-07-30'],6,0,8,1,0,18,18,18,16,2,448,Sri Lanka,176,10.75,5.875,47,3,8,Shahid Afridi,DM de Silva,AD Mathews,0,0,0,4,,,,,,,,,,,,,,80.0,79,290.2,3,1907,82,23.25,6.56,21.2,3,0,24.96,118.87,0,2,0,44,18,54.0,40,13,674,58,567,2015-07-30
10801,10801,['2015-07-30'],0,0,0,1,0,21,21,18,20,2,448,Sri Lanka,176,11.36363636,5.666666667,51,3,9,Imad Wasim,AD Mathews,DM de Silva,1,0,0,4,24.96,118.87,0,2,0,44,18,54.0,40,13,674,58,567,1.0,1,2,0,14,0,,7,,0,0,,,,,,,,,,,,,,2015-07-30
10802,10802,['2015-07-30'],12,0,12,1,0,0,22,0,19,2,448,Sri Lanka,176,12.1,5.5,55,4,10,Shahid Afridi,DM de Silva,TAM Siriwardana,0,0,0,8,,,,,,,,,,,,,,80.0,79,290.2,3,1907,82,23.25,6.56,21.2,3,0,,,,,,,,,,,,,,2015-07-30
10803,10803,['2015-07-30'],6,1,4,0,0,26,2,25,1,2,448,Sri Lanka,176,12.55555556,5.727272727,63,4,11,Imad Wasim,TAM Siriwardana,DM de Silva,0,1,1,14,,,,,,,,,,,,,,1.0,1,2,0,14,0,,7,,0,0,,,,,,,,,,,,,,2015-07-30
10804,10804,['2015-07-30'],18,0,20,1,0,6,28,13,27,2,448,Sri Lanka,176,12.375,6.416666667,77,4,12,Shahid Afridi,DM de Silva,TAM Siriwardana,0,1,0,12,,,,,,,,,,,,,,80.0,79,290.2,3,1907,82,23.25,6.56,21.2,3,0,,,,,,,,,,,,,,2015-07-30
10805,10805,['2015-07-30'],0,0,0,1,2,30,10,29,23,2,448,Sri Lanka,176,12.42857143,6.846153846,89,4,13,Shoaib Malik,TAM Siriwardana,DM de Silva,1,1,0,10,,,,,,,,,,,,,,61.0,26,58.2,0,390,18,21.66,6.68,19.4,0,0,,,,,,,,,,,,,,2015-07-30
10806,10806,['2015-07-30'],12,0,10,1,2,2,12,6,24,2,448,Sri Lanka,176,12.83333333,7.071428571,99,5,14,Mohammad Irfan,TAM Siriwardana,CK Kapugedera,0,0,3,15,,,,,,,,,,,,,,9.0,9,26.4,0,195,5,39,7.31,32,0,0,19.66,115.23,0,0,0,25,11,21.0,18,3,295,47,256,2015-07-30
10807,10807,['2015-07-30'],12,2,10,3,2,4,16,11,34,2,448,Sri Lanka,176,12.4,7.6,114,5,15,Sohail Tanvir,TAM Siriwardana,CK Kapugedera,1,0,0,5,,,,,,,,,,,,,,43.0,43,147.3,2,1043,36,28.97,7.07,24.5,0,0,19.66,115.23,0,0,0,25,11,21.0,18,3,295,47,256,2015-07-30
10809,10809,['2015-07-30'],18,0,25,1,2,0,10,0,21,2,448,Sri Lanka,176,16.0,7.529411765,128,7,17,Mohammad Irfan,CK Kapugedera,B Fernando,0,0,0,1,19.66,115.23,0,0,0,25,11,21.0,18,3,295,47,256,9.0,9,26.4,0,195,5,39,7.31,32,0,0,,,,,,,,,,,,,,2015-07-30
10810,10810,['2015-07-30'],18,3,15,1,2,3,13,0,22,2,448,Sri Lanka,176,23.5,7.166666667,129,7,18,Sohail Tanvir,CK Kapugedera,B Fernando,0,1,1,14,19.66,115.23,0,0,0,25,11,21.0,18,3,295,47,256,43.0,43,147.3,2,1043,36,28.97,7.07,24.5,0,0,,,,,,,,,,,,,,2015-07-30
10811,10811,['2015-07-30'],12,1,18,1,0,15,7,29,7,2,448,Sri Lanka,176,33.0,7.526315789,143,7,19,Imad Wasim,B Fernando,CK Kapugedera,0,0,0,3,,,,,,,,,,,,,,1.0,1,2,0,14,0,,7,,0,0,19.66,115.23,0,0,0,25,11,21.0,18,3,295,47,256,2015-07-30
10816,10816,['2019-08-03'],0,0,0,1,1,6,13,2,14,1,842,West Indies,210,8.0,5.5,22,2,4,Navdeep Saini,N Pooran,KA Pollard,2,1,0,6,24.22,140.64,0,2,0,17,12,11.0,11,2,218,58,155,,,,,,,,,,,,19.7,127.5,0,2,1,56,40,59.0,50,10,788,63,618,2019-08-03
10817,10817,['2019-08-03'],0,0,0,0,0,1,6,0,2,1,842,West Indies,210,,5.6,28,4,5,KK Ahmed,KA Pollard,R Powell,1,0,1,5,19.7,127.5,0,2,1,56,40,59.0,50,10,788,63,618,9.0,9,35,1,321,10,32.1,9.17,21,0,0,17,115.7,0,1,1,18,8,20.0,15,2,221,50,191,2019-08-03
10818,10818,['2019-08-03'],6,2,6,0,0,0,8,0,3,1,842,West Indies,210,8.0,5.5,33,5,6,Navdeep Saini,KA Pollard,CR Brathwaite,0,0,0,1,19.7,127.5,0,2,1,56,40,59.0,50,10,788,63,618,,,,,,,,,,,,15.31,119.75,0,0,3,13,21,38.0,25,6,291,37,243,2019-08-03
10829,10829,['2019-08-03'],13,2,7,0,0,41,6,35,1,1,842,West Indies,210,10.0,4.588235294,78,7,17,Navdeep Saini,KMA Paul,KA Pollard,0,1,0,10,24.8,129.16,0,0,0,8,7,13.0,9,4,124,29,96,,,,,,,,,,,,19.7,127.5,0,2,1,56,40,59.0,50,10,788,63,618,2019-08-03
10831,10831,['2019-08-03'],20,2,17,2,4,1,47,0,49,1,842,West Indies,210,10.0,5.0,95,8,19,Navdeep Saini,KA Pollard,SS Cottrell,1,0,0,0,19.7,127.5,0,2,1,56,40,59.0,50,10,788,63,618,,,,,,,,,,,,3.66,64.7,0,0,1,1,0,13.0,5,2,11,4,17,2019-08-03
10848,10848,['2019-08-03'],6,0,8,0,0,0,8,0,8,2,842,India,96,2.0,5.5,88,6,16,CR Brathwaite,RA Jadeja,Washington Sundar,0,0,0,4,9.66,93.54,0,0,2,6,2,40.0,18,6,116,25,124,38.0,36,112,1,954,31,30.77,8.51,21.6,0,0,,,0,0,0,0,0,7.0,1,1,0,0,0,2019-08-03
10849,10849,['2019-08-03'],19,2,17,0,0,11,3,10,2,2,842,India,96,1.333333333,5.411764706,92,6,17,KMA Paul,Washington Sundar,RA Jadeja,0,1,0,6,,,0,0,0,0,0,7.0,1,1,0,0,0,13.0,13,48.4,0,394,17,23.17,8.09,17.1,0,1,9.66,93.54,0,0,2,6,2,40.0,18,6,116,25,124,2019-08-03
10863,10863,['2019-02-06'],12,0,22,0,1,2,13,4,14,1,735,New Zealand,210,9.0,10.61538462,138,2,13,YS Chahal,KS Williamson,DJ Mitchell,0,0,0,8,31.64,121.08,0,9,2,152,23,54.0,52,7,1424,73,1176,27.0,27,105.3,1,825,44,18.75,7.81,14.3,2,1,,,,,,,,,,,,,,2019-02-06
10864,10864,['2019-02-06'],13,0,23,1,0,18,3,21,5,1,735,New Zealand,210,9.0,10.42857143,146,2,14,HH Pandya,DJ Mitchell,KS Williamson,1,2,0,18,,,,,,,,,,,,,,35.0,34,98.5,1,791,33,23.96,8,17.9,1,0,31.64,121.08,0,9,2,152,23,54.0,52,7,1424,73,1176,2019-02-06
10869,10869,['2019-02-06'],18,1,36,0,0,5,1,14,1,1,735,New Zealand,210,12.0,10.89473684,207,6,19,KK Ahmed,MJ Santner,SC Kuggeleijn,0,0,2,12,15.25,123.64,0,0,2,16,5,28.0,18,6,183,37,148,6.0,6,23,1,199,6,33.16,8.65,23,0,0,,233.33,0,0,0,1,4,1.0,1,1,35,35,15,2019-02-06
10877,10877,['2019-02-06'],0,0,0,0,0,16,3,26,2,2,735,India,220,12.23076923,8.714285714,61,2,7,DJ Mitchell,RR Pant,V Shankar,0,0,0,3,19.62,117.16,0,1,1,12,6,10.0,9,1,157,58,134,,,,,,,,,,,,17,89.47,0,0,0,3,0,5.0,1,0,17,17,19,2019-02-06
10879,10879,['2019-02-06'],6,0,3,0,0,3,0,1,0,2,735,India,220,14.09090909,7.222222222,65,4,9,DJ Mitchell,KD Karthik,MS Dhoni,0,0,0,7,35.2,140.8,0,0,2,40,11,27.0,22,12,352,48,250,,,,,,,,,,,,37.17,127.09,0,2,1,107,47,93.0,80,40,1487,56,1170,2019-02-06
10888,10888,['2019-02-06'],18,2,13,4,1,1,27,0,35,2,735,India,220,44.0,7.333333333,132,8,18,TG Southee,MS Dhoni,YS Chahal,1,0,1,4,37.17,127.09,0,2,1,107,47,93.0,80,40,1487,56,1170,55.0,53,192,2,1650,64,25.78,8.59,18,0,1,,150,0,0,0,0,0,27.0,1,1,3,3,2,2019-02-06
10889,10889,['2019-02-06'],12,0,10,0,0,0,1,0,0,2,735,India,220,84.0,7.157894737,136,9,19,DJ Mitchell,YS Chahal,KK Ahmed,1,0,0,3,,150,0,0,0,0,0,27.0,1,1,3,3,2,,,,,,,,,,,,,,,,,,,6.0,,,,,,2019-02-06
10930,10930,['2016-02-14'],0,0,0,0,0,0,2,0,0,1,499,Sri Lanka,210,8.0,3.0,3,2,1,A Nehra,LD Chandimal,DAS Gunaratne,0,0,2,9,14.96,100.77,0,1,0,31,8,33.0,27,1,389,56,386,13.0,13,49,0,417,19,21.94,8.51,15.4,0,0,,,,,,,,,,,,,,2016-02-14
10931,10931,['2016-02-14'],6,2,3,2,0,0,8,0,8,1,499,Sri Lanka,210,8.0,6.0,12,2,2,R Ashwin,LD Chandimal,DAS Gunaratne,1,0,0,3,14.96,100.77,0,1,0,31,8,33.0,27,1,389,56,386,33.0,33,127,1,900,38,23.68,7.08,20,1,0,,,,,,,,,,,,,,2016-02-14
10932,10932,['2016-02-14'],0,0,0,0,0,0,5,0,3,1,499,Sri Lanka,210,8.0,5.0,15,3,3,JJ Bumrah,DAS Gunaratne,TAM Siriwardana,0,0,1,5,,,,,,,,,,,,,,5.0,5,18.3,1,139,8,17.37,7.51,13.8,0,0,32.8,143.85,0,0,1,10,8,8.0,7,2,164,42,114,2016-02-14
10933,10933,['2016-02-14'],12,3,6,0,0,1,10,4,4,1,499,Sri Lanka,210,8.0,5.0,20,3,4,R Ashwin,DAS Gunaratne,TAM Siriwardana,1,0,0,0,,,,,,,,,,,,,,33.0,33,127,1,900,38,23.68,7.08,20,1,0,32.8,143.85,0,0,1,10,8,8.0,7,2,164,42,114,2016-02-14
10934,10934,['2016-02-14'],6,0,9,1,0,4,1,0,4,1,499,Sri Lanka,210,,4.0,20,4,5,A Nehra,TAM Siriwardana,MD Shanaka,1,0,2,9,32.8,143.85,0,0,1,10,8,8.0,7,2,164,42,114,13.0,13,49,0,417,19,21.94,8.51,15.4,0,0,12.33,123.33,0,0,0,1,3,3.0,3,0,37,27,30,2016-02-14
10956,10956,['2016-02-14'],0,0,0,4,0,12,29,12,26,2,499,India,83,2.636363636,6.0,54,1,9,DAS Gunaratne,S Dhawan,AM Rahane,0,0,0,4,19.07,125.25,0,1,1,28,8,13.0,13,0,248,51,198,,,,,,,,,,,,20.13,116.15,0,1,1,28,6,15.0,15,0,302,61,260,2016-02-14
10958,10958,['2016-02-14'],6,0,4,4,0,18,35,16,30,2,499,India,83,2.333333333,5.636363636,62,1,11,DAS Gunaratne,S Dhawan,AM Rahane,0,0,0,3,19.07,125.25,0,1,1,28,8,13.0,13,0,248,51,198,,,,,,,,,,,,20.13,116.15,0,1,1,28,6,15.0,15,0,302,61,260,2016-02-14
10960,10960,['2016-02-14'],12,0,7,1,0,43,22,34,19,2,499,India,83,2.0,5.307692308,69,1,13,DAS Gunaratne,AM Rahane,S Dhawan,0,1,1,15,20.13,116.15,0,1,1,28,6,15.0,15,0,302,61,260,,,,,,,,,,,,19.07,125.25,0,1,1,28,8,13.0,13,0,248,51,198,2016-02-14
11022,11022,['2015-10-02'],0,0,0,0,0,6,0,10,0,2,456,South Africa,200,10.0,10.0,10,0,1,S Aravind,AB de Villiers,HM Amla,0,1,1,14,22.38,125.51,0,5,4,95,31,61.0,58,9,1097,79,874,,,,,,,,,,,,25.46,121.69,0,1,1,76,10,28.0,28,2,662,56,544,2015-10-02
11025,11025,['2015-10-02'],6,0,14,4,1,11,14,18,27,2,456,South Africa,200,9.625,11.5,46,0,4,S Aravind,AB de Villiers,HM Amla,0,0,2,14,22.38,125.51,0,5,4,95,31,61.0,58,9,1097,79,874,,,,,,,,,,,,25.46,121.69,0,1,1,76,10,28.0,28,2,662,56,544,2015-10-02
11031,11031,['2015-10-02'],12,0,28,0,0,1,3,0,3,2,456,South Africa,200,10.7,9.3,93,2,10,S Aravind,F du Plessis,JP Duminy,1,0,1,6,42.36,135.75,1,6,0,76,23,24.0,24,5,805,119,593,,,,,,,,,,,,35.75,121.8,0,7,6,110,44,61.0,56,16,1430,96,1174,2015-10-02
11040,11040,['2015-10-02'],18,1,34,4,1,33,22,59,31,2,456,South Africa,200,10.0,10.0,190,3,19,S Aravind,F Behardien,JP Duminy,0,1,0,10,23.25,118.47,0,0,1,14,4,21.0,14,6,186,36,157,,,,,,,,,,,,35.75,121.8,0,7,6,110,44,61.0,56,16,1430,96,1174,2015-10-02
11100,11100,['2018-07-08'],19,1,27,2,1,0,11,0,19,1,689,Australia,210,12.0,9.263157895,176,6,19,Mohammad Amir,TM Head,JD Wildermuth,2,0,1,7,27.27,128.2,0,0,0,17,9,15.0,14,3,300,48,234,40.0,40,148,5,1006,49,20.53,6.79,18.1,1,0,,,,,,,,1.0,,,,,,2018-07-08
11101,11101,['2018-07-08'],0,0,0,0,0,0,0,0,0,2,689,Pakistan,184,9.2,0.0,0,0,0,GJ Maxwell,Fakhar Zaman,Sahibzada Farhan,2,0,0,3,27.75,137.37,0,3,0,60,17,21.0,20,0,555,73,404,48.0,36,84,0,625,22,28.4,7.44,22.9,0,0,,,,,,,,,,,,,,2018-07-08
11130,11130,['2017-02-17'],0,0,0,8,0,20,32,34,46,1,595,South Africa,210,9.0,9.666666667,87,1,9,C Munro,HM Amla,F du Plessis,0,1,1,11,31.5,129.06,0,5,1,113,21,37.0,37,5,1008,97,781,31.0,2,3,0,30,0,,10,,0,0,37.68,132.64,1,7,0,101,32,35.0,35,6,1093,119,824,2017-02-17
11141,11141,['2017-02-17'],0,0,0,0,0,0,0,0,0,2,595,New Zealand,186,9.3,0.0,0,0,0,CH Morris,GD Phillips,KS Williamson,0,0,1,5,,,,,,,,,,,,,,11.0,11,40,0,353,16,22.06,8.82,15,1,0,37.06,123.14,0,7,1,128,15,38.0,36,6,1112,73,903,2017-02-17
11142,11142,['2017-02-17'],0,0,0,0,0,1,5,4,1,2,595,New Zealand,186,9.526315789,5.0,5,0,1,D Paterson,GD Phillips,KS Williamson,0,0,0,5,,,,,,,,,,,,,,1.0,1,3.5,0,38,0,,9.91,,0,0,37.06,123.14,0,7,1,128,15,38.0,36,6,1112,73,903,2017-02-17
11143,11143,['2017-02-17'],6,0,5,0,0,2,10,5,5,2,595,New Zealand,186,9.777777778,5.0,10,0,2,CH Morris,GD Phillips,KS Williamson,2,0,0,0,,,,,,,,,,,,,,11.0,11,40,0,353,16,22.06,8.82,15,1,0,37.06,123.14,0,7,1,128,15,38.0,36,6,1112,73,903,2017-02-17
11144,11144,['2017-02-17'],6,0,5,1,0,4,2,0,5,2,595,New Zealand,186,10.35294118,3.333333333,10,2,3,D Paterson,KS Williamson,TC Bruce,0,1,0,9,37.06,123.14,0,7,1,128,15,38.0,36,6,1112,73,903,1.0,1,3.5,0,38,0,,9.91,,0,0,35.5,136.53,0,1,0,6,1,3.0,3,1,71,59,52,2017-02-17
11147,11147,['2017-02-17'],0,0,0,1,0,14,11,18,9,2,595,New Zealand,186,10.85714286,5.666666667,34,2,6,AL Phehlukwayo,KS Williamson,TC Bruce,1,0,1,6,37.06,123.14,0,7,1,128,15,38.0,36,6,1112,73,903,3.0,3,8,0,77,0,,9.62,,0,0,35.5,136.53,0,1,0,6,1,3.0,3,1,71,59,52,2017-02-17
11150,11150,['2017-02-17'],6,1,6,2,2,9,20,6,28,2,595,New Zealand,186,12.0,6.0,54,3,9,AL Phehlukwayo,TC Bruce,CJ Anderson,1,0,1,5,35.5,136.53,0,1,0,6,1,3.0,3,1,71,59,52,3.0,3,8,0,77,0,,9.62,,0,0,23.66,140.13,0,2,3,26,24,28.0,21,3,426,94,304,2017-02-17
11152,11152,['2017-02-17'],12,2,11,0,0,2,1,0,1,2,595,New Zealand,186,14.0,5.454545455,60,6,11,AL Phehlukwayo,C de Grandhomme,MJ Santner,1,0,1,8,20,136.36,0,0,0,4,3,7.0,7,4,60,41,44,3.0,3,8,0,77,0,,9.62,,0,0,6.28,86.27,0,0,1,3,0,13.0,8,1,44,18,51,2017-02-17
11153,11153,['2017-02-17'],12,2,5,0,0,0,4,0,3,2,595,New Zealand,186,14.75,5.666666667,68,7,12,Imran Tahir,C de Grandhomme,BM Wheeler,1,2,0,14,20,136.36,0,0,0,4,3,7.0,7,4,60,41,44,30.0,30,112,0,716,49,14.61,6.39,13.7,2,0,,,0,0,0,0,0,3.0,1,1,0,0,0,2017-02-17
11154,11154,['2017-02-17'],13,0,20,0,0,1,1,1,1,2,595,New Zealand,186,14.85714286,6.307692308,82,8,13,WD Parnell,TG Southee,BM Wheeler,0,3,0,20,7.5,108.69,0,0,2,6,3,38.0,15,5,75,23,69,38.0,37,119.5,3,972,41,23.7,8.11,17.5,1,0,,,0,0,0,0,0,3.0,1,1,0,0,0,2017-02-17
11155,11155,['2017-02-17'],18,3,19,0,0,5,3,20,2,2,595,New Zealand,186,14.0,7.285714286,102,8,14,Imran Tahir,BM Wheeler,TG Southee,2,0,1,5,,,0,0,0,0,0,3.0,1,1,0,0,0,30.0,30,112,0,716,49,14.61,6.39,13.7,2,0,7.5,108.69,0,0,2,6,3,38.0,15,5,75,23,69,2017-02-17
11165,11165,['2016-03-21'],0,0,0,2,1,22,10,23,18,1,544,Bangladesh,210,9.0,6.777777778,61,2,9,A Zampa,Shakib Al Hasan,Mohammad Mithun,1,0,0,3,24.32,122.33,0,6,4,107,24,51.0,51,8,1046,84,855,3.0,3,9,0,52,0,,5.77,,0,0,10,98.03,0,0,2,4,2,9.0,5,0,50,47,51,2016-03-21
11167,11167,['2016-03-21'],6,1,3,0,0,14,7,22,3,1,544,Bangladesh,210,9.0,6.181818182,68,3,11,A Zampa,Shuvagata Hom,Shakib Al Hasan,1,1,1,12,6,85.71,0,0,0,0,0,2.0,1,0,6,6,7,3.0,3,9,0,52,0,,5.77,,0,0,24.32,122.33,0,6,4,107,24,51.0,51,8,1046,84,855,2016-03-21
11169,11169,['2016-03-21'],12,2,15,2,1,7,16,10,24,1,544,Bangladesh,210,8.0,7.0,91,4,13,A Zampa,Shakib Al Hasan,Mahmudullah,0,0,0,5,24.32,122.33,0,6,4,107,24,51.0,51,8,1046,84,855,3.0,3,9,0,52,0,,5.77,,0,0,18.05,114.98,0,2,2,42,24,50.0,43,9,614,64,534,2016-03-21
11171,11171,['2016-03-21'],18,2,20,1,1,24,11,33,13,1,544,Bangladesh,210,12.0,6.933333333,104,4,15,A Zampa,Mahmudullah,Shakib Al Hasan,1,0,0,4,18.05,114.98,0,2,2,42,24,50.0,43,9,614,64,534,3.0,3,9,0,52,0,,5.77,,0,0,24.32,122.33,0,6,4,107,24,51.0,51,8,1046,84,855,2016-03-21
11182,11182,['2016-03-21'],0,0,0,5,1,11,26,13,36,2,544,Australia,157,7.571428571,8.5,51,0,6,Saqlain Sajib,UT Khawaja,SR Watson,0,1,0,9,23.5,138.23,0,0,0,13,1,4.0,4,0,94,38,68,,,,,,,,,,,,28.14,144.54,1,10,3,107,79,55.0,53,4,1379,124,954,2016-03-21
11186,11186,['2016-03-21'],6,0,9,7,1,7,38,6,52,2,544,Australia,157,7.5,8.2,82,1,10,Saqlain Sajib,UT Khawaja,SPD Smith,0,1,0,12,23.5,138.23,0,0,0,13,1,4.0,4,0,94,38,68,,,,,,,,,,,,19.66,122.06,0,1,1,27,10,27.0,22,4,354,90,290,2016-03-21
11191,11191,['2016-03-21'],13,0,21,0,0,2,6,1,4,2,544,Australia,157,7.2,8.066666667,121,4,15,Saqlain Sajib,GJ Maxwell,MR Marsh,0,0,3,14,21.83,155.95,0,2,1,49,27,31.0,27,3,524,75,336,,,,,,,,,,,,25.4,129.59,0,0,0,5,8,8.0,8,3,127,36,98,2016-03-21
11194,11194,['2016-03-21'],19,0,35,0,0,1,0,1,0,2,544,Australia,157,2.5,8.444444444,152,7,18,Saqlain Sajib,PM Nevill,JP Faulkner,0,0,1,5,11,157.14,0,0,0,0,1,4.0,2,1,11,7,7,,,,,,,,,,,,18,112.5,0,0,0,3,5,16.0,12,5,126,41,112,2016-03-21
11196,11196,['2018-07-06'],0,0,0,0,0,1,5,0,1,1,688,India,210,10.0,1.0,1,0,1,JT Ball,RG Sharma,S Dhawan,1,0,1,6,31.44,135.96,2,15,6,178,84,82.0,75,12,1981,118,1457,,,,,,,,,,,,27.48,130.52,0,7,1,107,33,38.0,38,3,962,90,737,2018-07-06
11198,11198,['2018-07-06'],6,1,6,0,0,3,6,4,3,1,688,India,210,8.0,4.333333333,13,1,3,JT Ball,S Dhawan,KL Rahul,0,0,1,9,27.48,130.52,0,7,1,107,33,38.0,38,3,962,90,737,,,,,,,,,,,,55.91,155.68,2,4,1,57,32,17.0,15,3,671,110,431,2018-07-06
11206,11206,['2018-07-06'],12,1,15,2,0,23,14,27,18,1,688,India,210,9.0,6.090909091,67,3,11,JT Ball,SK Raina,V Kohli,0,1,0,12,29.22,134.87,1,5,3,143,57,76.0,65,11,1578,101,1170,,,,,,,,,,,,49.07,136.31,0,18,2,211,42,60.0,56,15,2012,90,1476,2018-07-06
11214,11214,['2018-07-06'],19,1,27,2,0,8,19,11,17,1,688,India,210,12.0,6.631578947,126,5,19,JT Ball,MS Dhoni,HH Pandya,0,0,3,22,36.37,126.96,0,2,1,102,47,91.0,79,39,1455,56,1146,,,,,,,,,,,,14.12,147.71,0,0,2,11,14,33.0,20,4,226,32,153,2018-07-06
11315,11315,['2013-12-13'],0,0,0,0,0,0,0,0,0,1,351,Sri Lanka,210,10.0,0.0,0,0,0,Usman Shinwari,MDKJ Perera,TM Dilshan,0,1,1,13,27.12,123.29,0,2,0,21,8,8.0,8,0,217,64,176,1.0,1,1,0,9,0,,9,,0,0,30.21,120.85,1,8,6,147,24,52.0,51,9,1269,104,1050,2013-12-13
11317,11317,['2013-12-13'],7,0,13,0,0,11,2,13,2,1,351,Sri Lanka,210,10.0,8.0,16,0,2,Usman Shinwari,TM Dilshan,MDKJ Perera,0,0,2,11,30.21,120.85,1,8,6,147,24,52.0,51,9,1269,104,1050,1.0,1,1,0,9,0,,9,,0,0,27.12,123.29,0,2,0,21,8,8.0,8,0,217,64,176,2013-12-13
11327,11327,['2013-12-13'],18,0,21,0,0,40,0,50,0,1,351,Sri Lanka,210,9.0,8.333333333,100,1,12,Mohammad Hafeez,S Prasanna,MDKJ Perera,0,2,1,24,,,,,,,,,,,,,,53.0,49,148.2,1,963,44,21.88,6.49,20.2,1,0,27.12,123.29,0,2,0,21,8,8.0,8,0,217,64,176,2013-12-13
11328,11328,['2013-12-13'],12,1,5,4,2,7,41,16,51,1,351,Sri Lanka,210,9.0,9.538461538,124,1,13,Saeed Ajmal,MDKJ Perera,S Prasanna,1,0,1,9,27.12,123.29,0,2,0,21,8,8.0,8,0,217,64,176,58.0,57,216,2,1354,79,17.13,6.26,16.4,4,0,,,,,,,,,,,,,,2013-12-13
11331,11331,['2013-12-13'],14,0,24,4,2,9,49,20,58,1,351,Sri Lanka,210,12.0,10.0,160,2,16,Usman Shinwari,MDKJ Perera,KC Sangakkara,0,0,2,11,27.12,123.29,0,2,0,21,8,8.0,8,0,217,64,176,1.0,1,1,0,9,0,,9,,0,0,32.07,119.5,0,7,1,125,16,47.0,45,7,1219,78,1020,2013-12-13
11333,11333,['2013-12-13'],20,0,35,5,2,16,54,31,66,1,351,Sri Lanka,210,12.0,10.0,180,2,18,Usman Shinwari,MDKJ Perera,KC Sangakkara,0,2,0,18,27.12,123.29,0,2,0,21,8,8.0,8,0,217,64,176,1.0,1,1,0,9,0,,9,,0,0,32.07,119.5,0,7,1,125,16,47.0,45,7,1219,78,1020,2013-12-13
11342,11342,['2013-12-13'],0,0,0,1,0,18,9,26,9,2,351,Pakistan,212,12.23076923,7.571428571,53,2,7,S Prasanna,Sohaib Maqsood,Sharjeel Khan,0,0,1,7,17,144.06,0,0,0,5,4,8.0,6,1,85,37,59,,,,,,,,,,,,26,110.63,0,0,0,5,1,2.0,2,0,52,34,47,2013-12-13
11344,11344,['2013-12-13'],6,0,7,5,1,0,23,0,38,2,351,Pakistan,212,12.81818182,7.888888889,71,3,9,S Prasanna,Sharjeel Khan,Umar Akmal,2,2,0,13,26,110.63,0,0,0,5,1,2.0,2,0,52,34,47,,,,,,,,,,,,28.02,120.37,0,5,5,83,31,51.0,48,9,1093,64,908,2013-12-13
