,Unnamed: 0,year,over_start_bowler_balls_bowled,over_start_bowler_wickets_taken,over_start_bowler_runs_given,over_start_batsman_on_strike_fours,over_start_batsman_on_strike_sixers,over_start_batsman_off_strike_balls_faced,over_start_batsman_on_strike_balls_faced,over_start_batsman_offstrike_runs,over_start_batsman_onstrike_runs,innings,match_num,country,target,req_run_rate,over_start_run_rate,over_start_total_score,over_start_total_wickets_fallen,over,Bowler,batter_onStrike,batter_offstrike,wickets_fallen,sixers,fours,total_runs,bat_on_str_Ave,bat_on_str_SR,bat_on_str_100,bat_on_str_50,bat_on_str_0,bat_on_str_4s,bat_on_str_6s,bat_on_str_Mat,bat_on_str_Inns,bat_on_str_NO,bat_on_str_Runs,bat_on_str_HS,bat_on_str_BF,bowler_Mat,bowler_Inns,bowler_Overs,bowler_Mdns,bowler_Runs,bowler_Wkts,bowler_Ave,bowler_Econ,bowler_SR,bowler_4w,bowler_5w,bat_off_str_Ave,bat_off_str_SR,bat_off_str_100,bat_off_str_50,bat_off_str_0,bat_off_str_4s,bat_off_str_6s,bat_off_str_Mat,bat_off_str_Inns,bat_off_str_NO,bat_off_str_Runs,bat_off_str_HS,bat_off_str_BF,date
11346,11346,['2013-12-13'],12,2,20,1,0,1,4,1,7,2,351,Pakistan,212,13.44444444,8.272727273,91,7,11,S Prasanna,Shahid Afridi,Sohail Tanvir,0,2,1,25,18.81,141.7,0,4,6,83,39,69.0,64,10,1016,54,717,,,,,,,,,,,,6.72,101.36,0,0,2,4,5,37.0,15,4,74,17,73,2013-12-13
11354,11354,['2013-12-13'],19,1,21,0,0,14,2,20,1,2,351,Pakistan,212,27.0,9.736842105,185,9,19,KMDN Kulasekara,Usman Shinwari,Saeed Ajmal,1,0,0,2,,,,,,,,1.0,,,,,,31.0,31,109,2,796,31,25.67,7.3,21,0,0,7.77,102.94,0,0,3,6,1,58.0,21,12,70,21,68,2013-12-13
11411,11411,['2020-02-21'],0,0,0,3,0,2,21,1,23,2,1046,South Africa,197,11.92307692,6.0,42,4,7,AC Agar,F du Plessis,PJ van Biljon,3,0,0,2,35.86,135.48,1,8,0,126,45,44.0,44,6,1363,119,1006,21.0,21,67,1,464,17,27.29,6.92,23.6,0,0,,,,,,,,,,,,,,2020-02-21
11412,11412,['2020-02-21'],6,1,4,0,0,0,4,0,2,2,1046,South Africa,197,12.75,5.5,44,7,8,A Zampa,PJ van Biljon,K Rabada,0,0,0,3,,,,,,,,,,,,,,27.0,26,93,1,572,28,20.42,6.15,19.9,0,0,2.5,41.66,0,0,2,0,0,21.0,4,2,5,5,12,2020-02-21
11413,11413,['2020-02-21'],6,3,2,0,0,4,6,1,4,2,1046,South Africa,197,13.63636364,5.222222222,47,7,9,AC Agar,PJ van Biljon,K Rabada,0,1,1,12,,,,,,,,,,,,,,21.0,21,67,1,464,17,27.29,6.92,23.6,0,0,2.5,41.66,0,0,2,0,0,21.0,4,2,5,5,12,2020-02-21
11414,11414,['2020-02-21'],13,1,13,0,1,10,6,9,8,2,1046,South Africa,197,13.8,5.9,59,7,10,MA Starc,K Rabada,PJ van Biljon,0,0,1,10,2.5,41.66,0,0,2,0,0,21.0,4,2,5,5,12,28.0,28,106.3,1,718,39,18.41,6.74,16.3,0,0,,,,,,,,,,,,,,2020-02-21
11415,11415,['2020-02-21'],12,3,14,1,0,14,10,12,9,2,1046,South Africa,197,14.22222222,6.272727273,69,7,11,AC Agar,PJ van Biljon,K Rabada,1,0,1,8,,,,,,,,,,,,,,21.0,21,67,1,464,17,27.29,6.92,23.6,0,0,2.5,41.66,0,0,2,0,0,21.0,4,2,5,5,12,2020-02-21
11468,11468,['2017-11-01'],0,0,0,7,0,28,35,25,47,1,630,India,210,11.0,8.0,80,0,10,C Munro,S Dhawan,RG Sharma,0,1,1,14,20.72,114.86,0,2,1,57,12,25.0,25,3,456,60,397,32.0,3,4,0,41,0,,10.25,,0,0,30.26,129.72,1,11,3,124,52,65.0,58,12,1392,106,1073,2017-11-01
11495,11495,['2017-11-01'],12,1,12,0,0,2,4,4,2,2,630,New Zealand,203,29.33333333,6.764705882,115,8,17,B Kumar,MJ Santner,IS Sodhi,0,1,1,11,6.12,85.96,0,0,1,4,0,14.0,9,1,49,18,57,20.0,20,71.4,2,481,19,25.31,6.71,22.6,0,0,,,0,0,0,0,0,12.0,1,1,0,0,0,2017-11-01
11496,11496,['2017-11-01'],20,2,21,1,1,2,10,4,13,2,630,New Zealand,203,38.5,7.0,126,8,18,JJ Bumrah,MJ Santner,IS Sodhi,0,1,1,16,6.12,85.96,0,0,1,4,0,14.0,9,1,49,18,57,27.0,27,99.1,4,667,37,18.02,6.72,16,0,0,,,0,0,0,0,0,12.0,1,1,0,0,0,2017-11-01
11497,11497,['2017-11-01'],21,0,23,1,0,14,4,26,7,2,630,New Zealand,203,61.0,7.473684211,142,8,19,A Nehra,IS Sodhi,MJ Santner,0,0,1,7,,,0,0,0,0,0,12.0,1,1,0,0,0,26.0,26,94,2,729,34,21.44,7.75,16.5,0,0,6.12,85.96,0,0,1,4,0,14.0,9,1,49,18,57,2017-11-01
11520,11520,['2021-09-10'],0,0,0,0,0,0,0,0,0,1,1263,New Zealand,210,9.0,9.666666667,58,2,6,Mahmudullah,TWM Latham,WA Young,0,0,1,5,20.92,102.25,0,1,0,20,3,17.0,14,1,272,65,266,101.0,63,128.3,2,928,33,28.12,7.22,23.3,0,0,,,,,,,,,,,,,,2021-09-10
11521,11521,['2021-09-10'],0,0,0,1,0,2,4,0,5,1,1263,New Zealand,210,9.0,9.0,63,2,7,Soumya Sarkar,TWM Latham,WA Young,0,0,0,4,20.92,102.25,0,1,0,20,3,17.0,14,1,272,65,266,61.0,19,35,0,340,9,37.77,9.71,23.3,0,0,,,,,,,,,,,,,,2021-09-10
11522,11522,['2021-09-10'],0,0,0,0,0,8,4,7,2,1,1263,New Zealand,210,9.0,8.375,67,2,8,Afif Hossain,WA Young,TWM Latham,1,0,1,4,,,,,,,,,,,,,,27.0,9,15,1,121,6,20.16,8.06,15,0,0,20.92,102.25,0,1,0,20,3,17.0,14,1,272,65,266,2021-09-10
11525,11525,['2021-09-10'],0,0,0,0,0,13,1,11,1,1,1263,New Zealand,210,8.0,7.727272727,85,4,11,Shamim Hossain,HM Nicholls,TWM Latham,0,0,0,4,11.42,87.91,0,0,0,7,0,9.0,8,1,80,36,91,6.0,1,1,0,7,0,,7,,0,0,20.92,102.25,0,1,0,20,3,17.0,14,1,272,65,266,2021-09-10
11541,11541,['2021-09-10'],0,0,0,3,0,3,20,0,23,2,1263,Bangladesh,162,9.461538462,5.571428571,39,2,7,BV Sears,Mohammad Naim,Mushfiqur Rahim,1,0,0,5,27.35,105.8,0,2,1,53,11,21.0,21,1,547,81,517,1.0,1,1,0,11,0,,11,,0,0,19.96,116.12,0,5,7,111,33,90.0,81,15,1318,72,1135,2021-09-10
11543,11543,['2021-09-10'],7,1,5,0,0,4,0,3,0,2,1263,Bangladesh,162,10.54545455,5.111111111,46,4,9,BV Sears,Mahmudullah,Afif Hossain,0,0,0,2,24.27,118.83,0,5,4,137,53,101.0,93,21,1748,64,1471,1.0,1,1,0,11,0,,11,,0,0,16.2,120.44,0,1,3,26,11,27.0,22,2,324,52,269,2021-09-10
11545,11545,['2021-09-10'],13,1,7,0,0,8,8,8,5,2,1263,Bangladesh,162,11.77777778,5.090909091,56,4,11,BV Sears,Mahmudullah,Afif Hossain,0,1,1,14,24.27,118.83,0,5,4,137,53,101.0,93,21,1748,64,1471,1.0,1,1,0,11,0,,11,,0,0,16.2,120.44,0,1,3,26,11,27.0,22,2,324,52,269,2021-09-10
11573,11573,['2020-11-27'],18,0,39,0,0,5,1,5,1,1,1109,South Africa,210,12.0,8.578947368,163,5,19,TK Curran,GF Linde,PJ van Biljon,1,1,1,16,,,,,,,,,,,,,,24.0,23,78,1,696,24,29,8.92,19.5,1,0,12,109.09,0,0,0,3,0,3.0,3,1,24,16,22,2020-11-27
11574,11574,['2020-11-27'],0,0,0,0,0,0,0,0,0,2,1109,England,180,9.0,0.0,0,0,0,GF Linde,JJ Roy,JC Buttler,1,0,0,1,24.57,147.51,0,5,4,85,41,35.0,35,0,860,78,583,,,,,,,,,,,,28.52,140.17,0,9,3,127,59,71.0,63,12,1455,77,1038,2020-11-27
11579,11579,['2020-11-27'],6,1,1,1,0,20,3,19,5,2,1109,England,180,9.8,6.6,33,2,5,GF Linde,JM Bairstow,DJ Malan,1,0,0,1,26.34,137.52,0,5,3,78,36,43.0,38,6,843,68,613,,,,,,,,,,,,48.71,146.66,1,7,0,72,24,16.0,16,2,682,103,465,2020-11-27
11581,11581,['2020-11-27'],12,2,2,0,0,9,5,10,2,2,1109,England,180,10.76923077,5.714285714,40,3,7,GF Linde,BA Stokes,JM Bairstow,0,0,1,8,17.94,134.36,0,0,1,25,13,26.0,23,6,305,47,227,,,,,,,,,,,,26.34,137.52,0,5,3,78,36,43.0,38,6,843,68,613,2020-11-27
11583,11583,['2020-11-27'],18,2,10,1,0,15,12,25,11,2,1109,England,180,10.45454545,7.222222222,65,3,9,GF Linde,BA Stokes,JM Bairstow,0,1,0,10,17.94,134.36,0,0,1,25,13,26.0,23,6,305,47,227,,,,,,,,,,,,26.34,137.52,0,5,3,78,36,43.0,38,6,843,68,613,2020-11-27
11586,11586,['2020-11-27'],0,0,0,1,1,25,20,43,23,2,1109,England,180,10.5,8.0,96,3,12,H Klaasen,BA Stokes,JM Bairstow,0,2,0,14,17.94,134.36,0,0,1,25,13,26.0,23,6,305,47,227,11.0,,,,,,,,,,,26.34,137.52,0,5,3,78,36,43.0,38,6,843,68,613,2020-11-27
11638,11638,['2021-06-23'],0,0,0,0,0,16,8,16,6,1,1165,Sri Lanka,210,9.0,6.428571429,45,2,7,LS Livingstone,BKG Mendis,MDKJ Perera,1,0,0,5,18.61,131.52,0,5,3,41,21,26.0,26,0,484,79,368,2.0,,,,,,,,,,,28.1,135.25,0,12,0,123,47,47.0,46,0,1293,84,956,2021-06-23
11640,11640,['2021-06-23'],6,1,5,1,0,3,17,0,16,1,1165,Sri Lanka,210,8.0,5.777777778,52,4,9,LS Livingstone,MDKJ Perera,MD Shanaka,0,0,0,5,28.1,135.25,0,12,0,123,47,47.0,46,0,1293,84,956,2.0,,,,,,,,,,,15.58,111.03,0,1,7,32,26,40.0,39,8,483,54,435,2021-06-23
11709,11709,['2014-03-30'],0,0,0,0,0,0,0,0,0,1,393,India,210,10.0,0.0,0,0,0,BJ Hodge,RG Sharma,AM Rahane,1,0,1,7,32.42,125.18,0,7,1,53,26,39.0,32,11,681,79,544,14.0,2,3,0,30,0,,10,,0,0,24.85,122.53,0,1,1,17,4,7.0,7,0,174,61,142,2014-03-30
11721,11721,['2014-03-30'],6,1,7,1,0,1,20,1,13,1,393,India,210,8.0,5.75,69,4,12,BJ Hodge,Yuvraj Singh,MS Dhoni,0,0,1,8,31.39,149.48,0,7,0,54,59,37.0,34,6,879,77,588,14.0,2,3,0,30,0,,10,,0,0,33.08,116.08,0,0,1,54,22,46.0,41,17,794,48,684,2014-03-30
11730,11730,['2014-03-30'],0,0,0,0,0,3,3,4,0,2,393,Australia,160,8.105263158,6.0,6,0,1,MM Sharma,DA Warner,AJ Finch,0,0,0,6,28.17,140.1,0,10,5,127,59,49.0,49,2,1324,90,945,,,,,,,,,,,,41.64,159.72,1,4,0,62,26,16.0,16,2,583,156,365,2014-03-30
11734,11734,['2014-03-30'],6,0,6,0,0,14,3,12,1,2,393,Australia,160,9.266666667,4.2,21,2,5,MM Sharma,SR Watson,DA Warner,1,0,1,6,27.51,146.98,0,10,3,83,66,43.0,42,3,1073,81,730,,,,,,,,,,,,28.17,140.1,0,10,5,127,59,49.0,49,2,1324,90,945,2014-03-30
11744,11744,['2014-03-30'],12,1,8,0,0,2,16,1,11,2,393,Australia,160,15.8,5.4,81,8,15,A Mishra,BJ Hodge,JM Muirhead,1,0,0,5,28.33,134.92,0,0,0,9,7,14.0,10,4,170,36,126,4.0,4,16,1,87,8,10.87,5.43,12,0,0,,100,0,0,0,0,0,4.0,1,1,1,1,1,2014-03-30
11745,11745,['2014-03-30'],19,3,11,0,0,1,5,1,3,2,393,Australia,160,18.5,5.375,86,9,16,R Ashwin,JM Muirhead,DE Bollinger,1,0,0,0,,100,0,0,0,0,0,4.0,1,1,1,1,1,22.0,22,84.5,1,633,17,37.23,7.46,29.9,0,0,,,0,0,0,0,0,4.0,1,1,0,0,0,2014-03-30
11763,11763,['2018-02-07'],12,0,12,0,0,1,3,6,2,1,645,England,210,10.0,8.0,136,8,17,AJ Tye,CJ Jordan,TK Curran,1,0,0,4,13.4,111.66,0,0,1,11,5,26.0,16,6,134,27,120,8.0,8,27.2,0,251,10,25.1,9.18,16.4,1,0,,50,0,0,0,0,0,3.0,2,2,2,1,4,2018-02-07
11764,11764,['2018-02-07'],18,1,24,0,0,2,6,1,5,1,645,England,210,10.0,7.777777778,140,9,18,KW Richardson,CJ Jordan,MA Wood,0,0,0,3,13.4,111.66,0,0,1,11,5,26.0,16,6,134,27,120,4.0,4,14,0,110,1,110,7.85,84,0,0,,,,,,,,2.0,,,,,,2018-02-07
11765,11765,['2018-02-07'],18,1,16,0,0,6,8,2,7,1,645,England,210,10.0,7.526315789,143,9,19,AJ Tye,CJ Jordan,MA Wood,0,1,0,12,13.4,111.66,0,0,1,11,5,26.0,16,6,134,27,120,8.0,8,27.2,0,251,10,25.1,9.18,16.4,1,0,,,,,,,,2.0,,,,,,2018-02-07
11775,11775,['2018-02-07'],6,0,12,4,3,3,29,0,47,2,645,Australia,156,6.636363636,9.222222222,83,3,9,MA Wood,GJ Maxwell,MP Stoinis,0,0,0,2,30.31,165.53,1,3,1,83,45,39.0,34,5,879,145,531,2.0,2,7,0,62,5,12.4,8.85,8.4,0,0,,125,0,0,0,1,0,3.0,1,1,10,10,8,2018-02-07
11776,11776,['2018-02-07'],13,1,16,0,0,30,8,48,1,2,645,Australia,156,7.1,8.5,85,3,10,AU Rashid,MP Stoinis,GJ Maxwell,0,0,1,8,,125,0,0,0,1,0,3.0,1,1,10,10,8,24.0,22,73,1,572,19,30.1,7.83,23,0,0,30.31,165.53,1,3,1,83,45,39.0,34,5,879,145,531,2018-02-07
11777,11777,['2018-02-07'],12,0,14,5,3,10,34,2,55,2,645,Australia,156,7.0,8.454545455,93,3,11,MA Wood,GJ Maxwell,MP Stoinis,1,0,1,5,30.31,165.53,1,3,1,83,45,39.0,34,5,879,145,531,2.0,2,7,0,62,5,12.4,8.85,8.4,0,0,,125,0,0,0,1,0,3.0,1,1,10,10,8,2018-02-07
11782,11782,['2018-02-07'],18,0,26,0,0,49,1,75,1,2,645,Australia,156,7.0,8.0,128,5,16,CJ Jordan,AT Carey,GJ Maxwell,0,0,1,11,,,0,0,0,0,0,1.0,1,1,0,0,0,26.0,26,93,0,812,31,26.19,8.73,18,1,0,30.31,165.53,1,3,1,83,45,39.0,34,5,879,145,531,2018-02-07
11783,11783,['2018-02-07'],18,0,24,0,0,53,3,83,3,2,645,Australia,156,5.666666667,8.176470588,139,5,17,TK Curran,AT Carey,GJ Maxwell,0,0,2,15,,,0,0,0,0,0,1.0,1,1,0,0,0,3.0,3,12,0,101,6,16.83,8.41,12,0,0,30.31,165.53,1,3,1,83,45,39.0,34,5,879,145,531,2018-02-07
11784,11784,['2018-02-07'],18,1,19,0,0,58,4,97,4,2,645,Australia,156,1.0,8.555555556,154,5,18,MA Wood,AT Carey,GJ Maxwell,0,1,0,7,,,0,0,0,0,0,1.0,1,1,0,0,0,2.0,2,7,0,62,5,12.4,8.85,8.4,0,0,30.31,165.53,1,3,1,83,45,39.0,34,5,879,145,531,2018-02-07
11860,11860,['2021-02-22'],0,0,0,0,0,1,3,0,2,2,1123,Australia,185,9.578947368,3.0,3,1,1,TA Boult,MS Wade,JR Philippe,1,0,0,6,22.47,124.48,0,3,0,31,14,33.0,24,5,427,80,343,29.0,29,106.5,1,930,39,23.84,8.7,16.4,1,0,,,,,,,,,,,,,,2021-02-22
11872,11872,['2021-02-22'],12,1,18,0,0,12,1,23,1,2,1123,Australia,185,12.28571429,7.615384615,99,6,13,IS Sodhi,DR Sams,AC Agar,2,0,0,2,,240,0,0,0,2,0,2.0,2,2,12,8,5,50.0,48,170.3,0,1367,56,24.41,8.01,18.2,0,0,16.33,111.36,0,0,0,11,4,27.0,13,4,147,29,132,2021-02-22
11878,11878,['2013-02-13'],0,0,0,0,0,2,4,3,2,1,303,West Indies,210,10.0,5.0,5,0,1,JR Hazlewood,CH Gayle,J Charles,1,1,1,12,36.48,144.64,1,10,2,87,59,31.0,30,3,985,117,681,,,,,,,,,,,,25.66,109.6,0,1,1,39,8,13.0,12,0,308,84,281,2013-02-13
11880,11880,['2013-02-13'],6,1,12,1,0,4,7,8,6,1,303,West Indies,210,8.0,7.333333333,22,1,3,JR Hazlewood,DM Bravo,J Charles,0,0,0,8,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,,,,,,,,,,,,25.66,109.6,0,1,1,39,8,13.0,12,0,308,84,281,2013-02-13
11881,11881,['2013-02-13'],0,0,0,1,0,9,8,10,11,1,303,West Indies,210,8.0,7.5,30,1,4,NM Coulter-Nile,J Charles,DM Bravo,0,0,2,11,25.66,109.6,0,1,1,39,8,13.0,12,0,308,84,281,,,,,,,,,,,,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,2013-02-13
11883,11883,['2013-02-13'],6,0,11,1,0,18,11,23,11,1,303,West Indies,210,9.0,7.166666667,43,1,6,NM Coulter-Nile,DM Bravo,J Charles,0,1,0,10,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,,,,,,,,,,,,25.66,109.6,0,1,1,39,8,13.0,12,0,308,84,281,2013-02-13
11884,11884,['2013-02-13'],0,0,0,3,1,13,22,13,31,1,303,West Indies,210,9.0,7.571428571,53,1,7,BCJ Cutting,J Charles,DM Bravo,0,0,1,10,25.66,109.6,0,1,1,39,8,13.0,12,0,308,84,281,1.0,1,3,0,27,0,,9,,0,0,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,2013-02-13
11886,11886,['2013-02-13'],6,0,10,2,0,28,19,44,23,1,303,West Indies,210,9.0,8.444444444,76,1,9,BCJ Cutting,DM Bravo,J Charles,0,0,1,11,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,1.0,1,3,0,27,0,,9,,0,0,25.66,109.6,0,1,1,39,8,13.0,12,0,308,84,281,2013-02-13
11887,11887,['2013-02-13'],12,0,21,2,0,32,21,53,24,1,303,West Indies,210,9.0,8.7,87,1,10,NM Coulter-Nile,DM Bravo,J Charles,1,0,2,12,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,,,,,,,,,,,,25.66,109.6,0,1,1,39,8,13.0,12,0,308,84,281,2013-02-13
11888,11888,['2013-02-13'],12,1,20,3,0,0,25,0,30,1,303,West Indies,210,9.0,9.0,99,2,11,JR Hazlewood,DM Bravo,KA Pollard,0,0,0,4,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,,,,,,,,,,,,18.52,145.39,0,2,1,33,25,32.0,28,5,426,63,293,2013-02-13
11889,11889,['2013-02-13'],12,0,21,0,0,28,3,32,1,1,303,West Indies,210,9.0,8.583333333,103,2,12,BCJ Cutting,KA Pollard,DM Bravo,1,0,1,10,18.52,145.39,0,2,1,33,25,32.0,28,5,426,63,293,1.0,1,3,0,27,0,,9,,0,0,22.71,110.41,0,0,1,16,6,8.0,7,0,159,42,144,2013-02-13
11891,11891,['2013-02-13'],19,1,33,0,0,10,5,16,4,1,303,West Indies,210,9.0,8.714285714,122,3,14,NM Coulter-Nile,DJ Bravo,KA Pollard,0,0,0,4,28.76,127.42,0,3,2,33,29,32.0,29,8,604,66,474,,,,,,,,,,,,18.52,145.39,0,2,1,33,25,32.0,28,5,426,63,293,2013-02-13
11892,11892,['2013-02-13'],18,1,31,2,0,9,12,6,18,1,303,West Indies,210,12.0,8.4,126,3,15,BCJ Cutting,KA Pollard,DJ Bravo,0,1,0,13,18.52,145.39,0,2,1,33,25,32.0,28,5,426,63,293,1.0,1,3,0,27,0,,9,,0,0,28.76,127.42,0,3,2,33,29,32.0,29,8,604,66,474,2013-02-13
11894,11894,['2013-02-13'],18,1,24,0,0,1,2,1,1,1,303,West Indies,210,12.0,8.411764706,143,5,17,JR Hazlewood,AD Russell,DJG Sammy,0,0,2,14,11.6,105.45,0,0,2,4,2,12.0,8,3,58,19,55,,,,,,,,,,,,11.9,118.4,0,0,2,15,9,37.0,27,7,238,30,201,2013-02-13
11897,11897,['2013-02-13'],0,0,0,0,0,0,0,0,0,2,303,Australia,192,9.6,0.0,0,0,0,TL Best,AJ Finch,SE Marsh,0,0,0,5,37.33,141.77,0,1,0,12,2,5.0,5,2,112,53,79,,,,,,,,,,,,17.88,101.25,0,0,2,10,7,10.0,10,1,161,47,159,2013-02-13
11899,11899,['2013-02-13'],6,0,5,0,0,3,3,2,3,2,303,Australia,192,10.11111111,5.0,10,1,2,TL Best,AC Voges,SE Marsh,0,0,1,10,44,108.64,0,0,0,6,0,6.0,4,2,88,26,81,,,,,,,,,,,,17.88,101.25,0,0,2,10,7,10.0,10,1,161,47,159,2013-02-13
11904,11904,['2013-02-13'],0,0,0,0,1,25,13,36,17,2,303,Australia,192,10.15384615,8.571428571,60,1,7,N Deonarine,SE Marsh,AC Voges,0,0,1,10,17.88,101.25,0,0,2,10,7,10.0,10,1,161,47,159,7.0,3,6,0,50,0,,8.33,,0,0,44,108.64,0,0,0,6,0,6.0,4,2,88,26,81,2013-02-13
11906,11906,['2013-02-13'],6,0,10,2,2,18,32,20,48,2,303,Australia,192,10.63636364,8.333333333,75,1,9,N Deonarine,AC Voges,SE Marsh,1,0,0,7,44,108.64,0,0,0,6,0,6.0,4,2,88,26,81,7.0,3,6,0,50,0,,8.33,,0,0,17.88,101.25,0,0,2,10,7,10.0,10,1,161,47,159,2013-02-13
11908,11908,['2013-02-13'],6,0,6,2,0,1,7,1,14,2,303,Australia,192,10.88888889,8.545454545,94,3,11,SP Narine,GJ Bailey,BJ Rohrer,1,0,0,3,28.77,132.14,0,1,0,21,9,15.0,12,3,259,63,196,13.0,13,47.4,0,294,16,18.37,6.16,17.8,1,0,,,,,,,,,,,,,,2013-02-13
11909,11909,['2013-02-13'],0,0,0,0,0,2,1,2,1,2,303,Australia,192,11.875,8.083333333,97,4,12,KA Pollard,BJ Haddin,BJ Rohrer,0,0,0,3,18,110.32,0,0,2,26,10,25.0,23,4,342,47,310,32.0,22,49,0,416,13,32,8.48,22.6,0,0,,,,,,,,,,,,,,2013-02-13
11910,11910,['2013-02-13'],12,1,17,0,0,5,4,3,3,2,303,Australia,192,13.14285714,7.692307692,100,4,13,N Deonarine,BJ Haddin,BJ Rohrer,0,2,1,20,18,110.32,0,0,2,26,10,25.0,23,4,342,47,310,7.0,3,6,0,50,0,,8.33,,0,0,,,,,,,,,,,,,,2013-02-13
11911,11911,['2013-02-13'],6,0,3,0,0,9,6,22,4,2,303,Australia,192,12.0,8.571428571,120,4,14,KA Pollard,BJ Rohrer,BJ Haddin,1,1,0,10,,,,,,,,,,,,,,32.0,22,49,0,416,13,32,8.48,22.6,0,0,18,110.32,0,0,2,26,10,25.0,23,4,342,47,310,2013-02-13
11912,11912,['2013-02-13'],12,1,9,0,0,8,2,11,3,2,303,Australia,192,12.4,8.666666667,130,5,15,SP Narine,JP Faulkner,BJ Rohrer,0,0,0,6,,,,,,,,2.0,,,,,,13.0,13,47.4,0,294,16,18.37,6.16,17.8,1,0,,,,,,,,,,,,,,2013-02-13
11913,11913,['2013-02-13'],12,1,13,0,1,4,12,5,15,2,303,Australia,192,14.0,8.5,136,5,16,KA Pollard,BJ Rohrer,JP Faulkner,2,0,0,5,,,,,,,,,,,,,,32.0,22,49,0,416,13,32,8.48,22.6,0,0,,,,,,,,2.0,,,,,,2013-02-13
11914,11914,['2013-02-13'],18,1,15,0,0,2,0,2,0,2,303,Australia,192,17.0,8.294117647,141,7,17,SP Narine,BCJ Cutting,NM Coulter-Nile,1,0,0,4,,,,,,,,1.0,,,,,,13.0,13,47.4,0,294,16,18.37,6.16,17.8,1,0,,,,,,,,,,,,,,2013-02-13
11915,11915,['2013-02-13'],18,3,18,0,0,4,3,3,3,2,303,Australia,192,23.5,8.055555556,145,8,18,KA Pollard,NM Coulter-Nile,CJ McKay,0,2,0,12,,,,,,,,,,,,,,32.0,22,49,0,416,13,32,8.48,22.6,0,0,6.5,92.85,0,0,1,1,1,4.0,3,1,13,7,14,2013-02-13
11916,11916,['2013-02-13'],13,0,15,0,0,9,4,15,3,2,303,Australia,192,35.0,8.263157895,157,8,19,TL Best,CJ McKay,NM Coulter-Nile,0,0,0,7,6.5,92.85,0,0,1,1,1,4.0,3,1,13,7,14,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-13
11976,11976,['2017-02-01'],19,1,42,4,2,4,34,5,52,1,594,India,210,12.0,9.789473684,186,4,19,CJ Jordan,MS Dhoni,RR Pant,2,1,1,16,36.03,122.26,0,0,1,78,34,75.0,65,33,1153,48,943,21.0,21,73,0,610,25,24.4,8.35,17.5,1,0,,,,,,,,,,,,,,2017-02-01
12005,12005,['2015-08-16'],0,0,0,1,0,34,10,59,10,1,452,New Zealand,210,9.0,9.181818182,101,2,11,F Behardien,GD Elliott,MJ Guptill,1,0,0,4,13.75,90.16,0,0,0,2,1,5.0,5,1,55,23,61,20.0,1,1,0,8,0,,8,,0,0,31.48,121.87,1,5,2,123,50,51.0,49,6,1354,101,1111,2015-08-16
12007,12007,['2015-08-16'],12,0,15,0,0,0,1,0,1,1,452,New Zealand,210,8.0,8.692307692,113,4,13,D Wiese,JDS Neesham,L Ronchi,0,0,1,6,,,,,,,,,,,,,,8.0,8,30,0,236,12,19.66,7.86,15,0,0,,,,,,,,,,,,,,2015-08-16
12008,12008,['2015-08-16'],20,1,26,0,0,5,2,6,1,1,452,New Zealand,210,8.0,8.5,119,4,14,AM Phangiso,L Ronchi,JDS Neesham,0,1,1,14,,,,,,,,,,,,,,8.0,8,30,0,236,12,19.66,7.86,15,0,0,,,,,,,,,,,,,,2015-08-16
12009,12009,['2015-08-16'],12,1,20,2,1,4,9,3,18,1,452,New Zealand,210,12.0,8.866666667,133,4,15,K Rabada,JDS Neesham,L Ronchi,0,0,1,8,,,,,,,,,,,,,,8.0,8,30,0,236,12,19.66,7.86,15,0,0,,,,,,,,,,,,,,2015-08-16
12010,12010,['2015-08-16'],18,0,21,0,0,14,5,25,4,1,452,New Zealand,210,12.0,8.8125,141,4,16,D Wiese,L Ronchi,JDS Neesham,1,0,0,5,,,,,,,,,,,,,,8.0,8,30,0,236,12,19.66,7.86,15,0,0,,,,,,,,,,,,,,2015-08-16
12013,12013,['2015-08-16'],19,0,34,0,0,1,2,0,1,1,452,New Zealand,210,10.0,8.789473684,167,7,19,KJ Abbott,AF Milne,NL McCullum,0,0,1,10,,58.33,0,0,0,0,0,9.0,4,4,7,3,12,11.0,11,35.1,0,273,11,24.81,7.76,19.1,0,0,11.92,101.36,0,0,3,19,8,60.0,38,13,298,36,294,2015-08-16
12030,12030,['2015-08-16'],12,0,16,0,0,14,1,16,1,2,452,South Africa,178,15.25,7.3125,117,6,16,JDS Neesham,AM Phangiso,DA Miller,1,0,1,6,,,,,,,,8.0,,,,,,12.0,11,28.4,0,220,10,22,7.67,17.2,0,0,28.65,127.05,0,0,0,41,18,34.0,30,10,573,47,451,2015-08-16
